evidence_id,evidence,article
North America:9,"The Pre-Columbian era ended in 1492, with the beginning of the transatlantic migrations, the arrival of European settlers during the Age of Discovery and the Early Modern period.",North America
Greenland ice sheet:125,"It has been observed that there is more precipitation where it is warmer, up to 1.5 meters per year on the southeast flank, and less precipitation or none on the 25-80 percent depending on the time of year of the island that is cooler.",Greenland ice sheet
Greenland:487,Is Iceland Really Green and Greenland Really Icy?,Greenland
Greenland:63,"Interpretation of ice core and clam shell data suggests that between 800 and 1300, the regions around the fjords of southern Greenland experienced a relatively mild climate several degrees Celsius higher than usual in the North Atlantic, with trees and herbaceous plants growing, and livestock being farmed.",Greenland
Reforestation:74,The Great Green Wall initiative is a pan-African proposal to green the continent from west to east in order to battle desertification.,Reforestation
Sahara:98,"When the North African monsoon is at its strongest annual precipitation and subsequent vegetation in the Sahara region increase, resulting in conditions commonly referred to as the green Sahara.",Sahara
Greenland ice sheet:42,"Using data from two ground-observing satellites, ICESAT and ASTER, a study published in Geophysical Research Letters September 2008 shows that nearly 75 percent of the loss of Greenlands ice can be traced back to small coastal glaciers.",Greenland ice sheet
Greenland ice sheet:140,"In 2005, this had increased to about 220 km3 or 52.8 cu mi a year due to rapid thinning near its coasts, while in 2006 it was estimated at 239 km3 57.3 cu mi per year.",Greenland ice sheet
Greenland ice sheet:145,"Assessment of the data and techniques suggests a mass balance for the Greenland Ice Sheet ranging between growth of 25 Gt/yr and loss of 60 Gt/yr for 1961 to 2003, loss of 50 to 100 Gt/yr for 1993 to 2003 and loss at even higher rates between 2003 and 2005.",Greenland ice sheet
Greenland ice sheet:67,"Until 2007, rate of decrease in ice sheet height in cm per year.",Greenland ice sheet
Retreat of glaciers since 1850:60,"Inland glaciers have had a generally negative mass balance, whereby during the 1990s, maritime glaciers showed a positive mass balance and advanced.",Retreat of glaciers since 1850
Sea level rise:94,Methods agree that the Totten Glacier has lost ice in recent decades in response to ocean warming and possibly a reduction in local sea ice cover.,Sea level rise
Climate change in the Arctic:34,The rate of the decline in entire Arctic ice coverage is accelerating.,Climate change in the Arctic
Retreat of glaciers since 1850:978,Sharply increased mass loss from glaciers and ice caps in theCanadian Arctic Archipelago.,Retreat of glaciers since 1850
Sea level rise:119,Average annual ice loss in Greenland more than doubled in the early 21st century compared to the 20th century.,Sea level rise
Pollution:148,The emission of greenhouse gases leads to global warming which affects ecosystems in many ways.,Pollution
Effects of global warming:19,"The impact on the environment, ecosystems, the animal kingdom, society and humanity depends on how much more the Earth warms.",Effects of global warming
Global warming:197,"Generally, impacts on public health will be more negative than positive.",Global warming
Climate change mitigation:20,"As is stated in Article 2 of the Convention, this requires that greenhouse gas GHG concentrations are stabilized in the atmosphere at a level where ecosystems can adapt naturally to climate change, food production is not threatened, and economic development can proceed in a sustainable fashion.",Climate change mitigation
Emissions trading:0,Emissions trading also known as cap and trade is a market-based approach to controlling pollution by providing economic incentives for achieving reductions in the emissions of pollutants.,Emissions trading
Sustainability:318,"On the other hand, an extensive historical analysis of technological efficiency improvements has conclusively shown that improvements in the efficiency of the use of energy and materials were almost always outpaced by economic growth, in large part because of the rebound effect conservation or Jevons Paradox resulting in a net increase in resource use and associated pollution.",Sustainability
Sustainable energy:17,"In its book, the Commission described four key elements of sustainability with respect to energy: the ability to increase the supply of energy to meet growing human needs, energy efficiency and conservation, public health and safety, and protection of the biosphere and prevention of more localized forms of pollution.",Sustainable energy
Urbanization:12,"Urbanization creates enormous social, economic and environmental changes, which provide an opportunity for sustainability with the potential to use resources more efficiently, to create more sustainable land use and to protect the biodiversity of natural ecosystems.",Urbanization
